"","OFNS_DESC","LAW_CAT_CD","BORO_NM","PREM_TYP_DESC","Latitude","Longitude"
"247108","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.60288591,-73.99768226
"266617","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.67664791,-73.9528744
"163701","DANGEROUS DRUGS","FELONY","QUEENS","STREET",40.75546941,-73.88629995
"302661","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.72881866,-73.9900722
"134691","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.71780077,-73.98596499
"206353","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.77135607,-73.92284536
"41153","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.63038951,-73.95850204
"288632","GRAND LARCENY","FELONY","STATEN ISLAND","STREET",40.63090487,-74.13046315
"103566","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","MANHATTAN","STREET",40.7640581,-73.96183736
"316582","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","MANHATTAN","STREET",40.72308563,-73.97647923
"48783","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BROOKLYN","STREET",40.64828178,-73.9285301
"80385","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.83953156,-73.91041358
"58031","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.57906671,-73.97557596
"25248","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.73251198,-73.92224807
"269612","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.74649803,-74.00132955
"189072","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.68973545,-73.80474914
"183006","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.65692324,-73.93964678
"199223","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.78641141,-73.79221665
"43640","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.62817345,-73.99208659
"154952","FORGERY","FELONY","BROOKLYN","STREET",40.67469343,-73.89459597
"97876","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.83299478,-73.86156563
"252843","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.63622838,-73.90778608
"280448","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.5991546,-73.95355207
"21210","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.9006956,-73.85711275
"133899","BURGLARY","FELONY","QUEENS","STREET",40.710538,-73.91526525
"52226","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.63865359,-73.96536088
"169140","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.6906612,-73.9380729
"45009","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.63385239,-73.9635223
"16896","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.73755564,-74.00041642
"95231","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.60594364,-74.00045882
"60665","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.85837313,-73.89940208
"191110","FORGERY","FELONY","QUEENS","STREET",40.74810114,-73.87955997
"101598","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.8280832,-73.88542067
"286240","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.61825095,-73.9910828
"104441","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN","STREET",40.65421464,-73.95957563
"91599","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.65169804,-73.9313915
"43832","FELONY ASSAULT","FELONY","QUEENS","STREET",40.70052234,-73.79677245
"70332","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.59977322,-73.99482315
"177024","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.72389224,-73.8491471
"229725","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.62250838,-74.02550548
"171948","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.84184582,-73.92242388
"3406","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.7080194,-73.95672602
"21596","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.7645404,-73.98075682
"35263","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.67455889,-73.90729687
"219926","BURGLARY","FELONY","BROOKLYN","STREET",40.71864521,-73.95900986
"257512","CRIMINAL MISCHIEF & RELATED OF","FELONY","STATEN ISLAND","STREET",40.63230533,-74.16036551
"213845","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.84938099,-73.89575414
"30616","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.81735616,-73.90933068
"204638","GRAND LARCENY","FELONY","BRONX","STREET",40.81005831,-73.92514495
"25789","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.86947048,-73.8798608
"140416","DANGEROUS WEAPONS","FELONY","BRONX","STREET",40.86092647,-73.90351591
"88541","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.72880262,-74.00043802
"46591","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79366812,-73.94168973
"307633","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","STATEN ISLAND","STREET",40.63722274,-74.11567772
"317174","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.69604284,-73.98451986
"97498","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.85110453,-73.93243649
"193298","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.85761845,-73.88483838
"287977","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.70728476,-73.76203222
"3375","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN","STREET",40.65749137,-73.92140563
"112157","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.57406821,-73.99620021
"218777","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.68113428,-73.96445549
"77108","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN","STREET",40.72316928,-73.98412754
"87971","DANGEROUS WEAPONS","FELONY","BRONX","STREET",40.85301132,-73.91105692
"95438","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.72354298,-73.90182797
"284090","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",NA,NA
"286867","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.647203,-73.9734285
"150413","ROBBERY","FELONY","BROOKLYN","STREET",40.65246664,-73.93628118
"231723","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.76085753,-73.9229983
"240766","FELONY ASSAULT","FELONY","BRONX","STREET",40.85610189,-73.88611708
"297471","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.64571291,-74.00074016
"21198","ROBBERY","FELONY","BRONX","STREET",40.8178766,-73.86599391
"240410","BURGLARY","FELONY","MANHATTAN","STREET",40.75654054,-73.96274766
"217483","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.74030857,-74.0038266
"277427","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",NA,NA
"234449","ROBBERY","FELONY","BRONX","STREET",40.82731348,-73.87887459
"8840","FELONY ASSAULT","FELONY","BRONX","STREET",40.84990834,-73.90917787
"31706","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.68324066,-73.89459327
"267993","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.84791662,-73.90356731
"121451","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.83172688,-73.90186348
"203307","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.86110016,-73.89199043
"209332","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.85504983,-73.93444958
"175747","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.85393965,-73.89243945
"87097","FELONY ASSAULT","FELONY","BRONX","STREET",40.82833823,-73.88246807
"119037","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85934907,-73.9044762
"249333","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.76640107,-73.9673991
"78794","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.84338593,-73.88094158
"136572","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.66905821,-73.91058126
"109710","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.6536258,-74.00853559
"46753","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.65819694,-73.95853881
"249397","INTOXICATED/IMPAIRED DRIVING","FELONY","BROOKLYN","STREET",40.64560586,-73.99905012
"250827","DANGEROUS WEAPONS","FELONY","STATEN ISLAND","STREET",40.59279496,-74.06832042
"278945","FRAUDS","MISDEMEANOR","QUEENS","STREET",40.68048533,-73.7920924
"304846","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.74881009,-73.86308315
"231452","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.85036729,-73.91725589
"292239","DANGEROUS DRUGS","FELONY","MANHATTAN","STREET",40.82112775,-73.95746179
"142768","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.71818308,-73.99597555
"76192","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.63793225,-73.89428291
"130250","ROBBERY","FELONY","MANHATTAN","STREET",40.86910805,-73.91716388
"206953","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.82485627,-73.91131135
"214612","OFFENSES INVOLVING FRAUD","MISDEMEANOR","QUEENS","STREET",40.68565356,-73.81445678
"220328","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.83229343,-73.92974538
"307170","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN","STREET",40.6538811,-74.0081536
"20627","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","MANHATTAN","STREET",40.84249143,-73.9421457
"287397","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.68187781,-73.9634744
"121185","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.83151122,-73.88808159
"91471","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.74296235,-73.95527425
"62060","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.78669518,-73.97673121
"132814","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.6012401,-73.75182645
"154672","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.89929624,-73.86428881
"282739","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.88443116,-73.8330042
"105515","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66365817,-73.88471908
"303337","GRAND LARCENY","FELONY","BRONX","STREET",40.8403689,-73.91806342
"53505","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.6504088,-74.01003434
"189492","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BROOKLYN","STREET",40.58207431,-73.97246799
"317076","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.81469526,-73.84811398
"148480","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.86380757,-73.90252113
"77644","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.8139047,-73.95309513
"145559","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.75822826,-73.98612252
"186994","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",NA,NA
"190623","GRAND LARCENY","FELONY","BRONX","STREET",40.83641472,-73.90498616
"283560","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.66880609,-73.93112157
"201333","DANGEROUS WEAPONS","FELONY","MANHATTAN","STREET",40.73436063,-73.99481991
"229822","GRAND LARCENY","FELONY","QUEENS","STREET",40.71640908,-73.80797173
"210801","ROBBERY","FELONY","BROOKLYN","STREET",40.64577822,-74.0114174
"94820","AGRICULTURE & MRKTS LAW-UNCLASSIFIED","MISDEMEANOR","BROOKLYN","STREET",40.60656909,-73.99082866
"68911","GRAND LARCENY","FELONY","QUEENS","STREET",40.66700705,-73.81712925
"217800","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.68906225,-73.9072695
"243704","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.80404383,-73.93766761
"87359","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.7015354,-73.98675103
"6446","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.87339319,-73.90063045
"220231","CRIMINAL MISCHIEF & RELATED OF","FELONY","MANHATTAN","STREET",NA,NA
"299875","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.68532413,-73.91470236
"266571","SEX CRIMES","MISDEMEANOR","BRONX","STREET",NA,NA
"209609","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX","STREET",40.83502411,-73.89963615
"155444","ROBBERY","FELONY","BROOKLYN","STREET",40.64806092,-73.94637199
"185689","GRAND LARCENY","FELONY","QUEENS","STREET",40.67349496,-73.74966134
"212467","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.70891237,-73.9592539
"89829","POSSESSION OF STOLEN PROPERTY","FELONY","QUEENS","STREET",40.68559837,-73.78731696
"82260","ROBBERY","FELONY","BROOKLYN","STREET",40.6033547,-74.01166223
"150036","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66834957,-73.90651606
"250021","ROBBERY","FELONY","QUEENS","STREET",40.67403591,-73.73032895
"132365","DANGEROUS WEAPONS","FELONY","BRONX","STREET",40.807914,-73.92004679
"8453","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","STATEN ISLAND","STREET",40.61549122,-74.08165623
"299132","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66137735,-73.99722969
"227321","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",NA,NA
"228962","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX","STREET",40.88380741,-73.87857276
"290120","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.86750339,-73.89480015
"126698","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.81944152,-73.88971326
"182928","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.67417881,-73.86683061
"448","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.6827953,-73.95760771
"5864","ROBBERY","FELONY","QUEENS","STREET",40.69932416,-73.83157089
"282315","FORGERY","FELONY","QUEENS","STREET",40.75759422,-73.88668616
"117795","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.82510044,-73.89485635
"142392","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.79447877,-73.94361399
"273928","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.69263573,-73.91781585
"22281","ROBBERY","FELONY","BROOKLYN","STREET",40.67964381,-73.9495842
"313719","DISORDERLY CONDUCT","VIOLATION","BRONX","STREET",40.83888164,-73.87810905
"133446","FORGERY","FELONY","BRONX","STREET",40.85712675,-73.89906778
"163334","UNAUTHORIZED USE OF A VEHICLE","MISDEMEANOR","BRONX","STREET",40.85002783,-73.83214355
"257329","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",40.73324924,-73.86945844
"275334","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","MANHATTAN","STREET",40.82840985,-73.94529438
"44046","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","MANHATTAN","STREET",40.81636986,-73.95409051
"79777","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.77348198,-73.91707703
"198605","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",NA,NA
"286946","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.70458801,-73.89599499
"258435","FORGERY","FELONY","BROOKLYN","STREET",40.63937667,-73.91129483
"112318","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.88026761,-73.87678196
"5334","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.75860265,-73.87451277
"294104","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","MANHATTAN","STREET",40.73201029,-73.98519346
"68378","CRIMINAL MISCHIEF & RELATED OF","FELONY","MANHATTAN","STREET",40.75347978,-73.97101117
"95468","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.78650788,-73.80340007
"245530","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.6180313,-74.00980255
"51902","RAPE","FELONY","BRONX","STREET",NA,NA
"108113","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.65022151,-74.01576069
"239107","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.79853306,-73.96525602
"117867","DANGEROUS DRUGS","MISDEMEANOR","STATEN ISLAND","STREET",40.57234204,-74.14184937
"217819","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN","STREET",40.79763024,-73.9342244
"206449","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.72747507,-73.97947227
"116758","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.61596892,-74.03106074
"51387","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.72710227,-73.94671608
"16645","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.71837742,-73.84055941
"228806","OFFENSES INVOLVING FRAUD","MISDEMEANOR","MANHATTAN","STREET",40.82578032,-73.93960564
"282483","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN","STREET",40.6937406,-73.96312893
"217452","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.75674405,-73.99450053
"57148","ROBBERY","FELONY","BRONX","STREET",40.84215256,-73.88537475
"277174","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.82083458,-73.88020513
"274603","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.65858609,-73.89062434
"32881","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",40.7343845,-73.87341815
"203882","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX","STREET",NA,NA
"234787","FELONY ASSAULT","FELONY","BRONX","STREET",40.82098796,-73.8938765
"216960","CRIMINAL MISCHIEF & RELATED OF","FELONY","STATEN ISLAND","STREET",NA,NA
"53792","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.68873993,-73.92871751
"62340","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.82988489,-73.93676171
"110673","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX","STREET",40.79986019,-73.91146023
"119128","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.69045661,-73.95943105
"268660","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.71168646,-73.96495862
"231807","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.71260402,-73.96773202
"99304","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.79734937,-73.93752941
"135016","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.67999498,-73.86446468
"48625","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.6386828,-73.97181409
"281301","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.76121451,-73.83448991
"173567","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.75247977,-73.97952953
"197303","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.8235901,-73.90674962
"145599","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.7744437,-73.84601782
"252327","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.66873115,-73.92973742
"230680","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.59512567,-73.98713582
"183484","ROBBERY","FELONY","STATEN ISLAND","STREET",40.62586594,-74.07858523
"279620","ROBBERY","FELONY","MANHATTAN","STREET",40.86441093,-73.92376778
"188456","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.73775175,-73.9074399
"13806","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.71293254,-73.82232021
"163962","DANGEROUS DRUGS","FELONY","QUEENS","STREET",40.6807578,-73.78947762
"221871","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.76356324,-73.77144433
"210319","ROBBERY","FELONY","BROOKLYN","STREET",40.63901141,-74.0184424
"175345","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.67727844,-73.95797895
"50502","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.697942,-73.89200231
"166524","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.81693762,-73.88616242
"71583","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.81767118,-73.88972341
"315547","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.81427663,-73.91295475
"8486","HARRASSMENT 2","VIOLATION","STATEN ISLAND","STREET",40.60968874,-74.15598569
"172048","FELONY ASSAULT","FELONY","QUEENS","STREET",40.70835911,-73.81323937
"167870","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.84956706,-73.8836812
"169394","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","MANHATTAN","STREET",40.81077277,-73.95259159
"222896","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN","STREET",40.6075464,-73.90576206
"26614","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.64235107,-73.89396242
"142495","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.6717658,-73.91970892
"190521","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.70933656,-73.95588835
"235696","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.72358816,-73.9776696
"83177","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.6221539,-74.02728486
"2198","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.76184757,-73.77553292
"38236","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.63420641,-74.0266809
"104941","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.64157621,-73.90560951
"85331","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.7372031,-73.9832726
"184712","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.60258375,-73.94331509
"8359","GRAND LARCENY","FELONY","QUEENS","STREET",40.67955017,-73.76138488
"213263","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.68948388,-73.82768696
"91716","ROBBERY","FELONY","BROOKLYN","STREET",40.66730136,-73.92575214
"155906","FELONY ASSAULT","FELONY","QUEENS","STREET",40.60884608,-73.75315956
"21193","DANGEROUS DRUGS","FELONY","QUEENS","STREET",40.70175005,-73.76544214
"96217","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.8302143,-73.82155172
"249270","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.85926828,-73.93417068
"4272","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.75624084,-73.88928369
"119908","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.87512101,-73.90899518
"194080","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.87276253,-73.87835067
"160492","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.8530854,-73.83024893
"139608","ROBBERY","FELONY","BRONX","STREET",40.82125552,-73.91539525
"291801","GRAND LARCENY OF MOTOR VEHICLE","FELONY","MANHATTAN","STREET",40.72450287,-73.98163785
"248183","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.721227,-73.88469887
"301923","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.68939369,-73.90986888
"252499","BURGLAR'S TOOLS","MISDEMEANOR","BRONX","STREET",40.85951494,-73.89941482
"183892","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.60135444,-73.94403276
"255608","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",40.68426737,-73.84603496
"158445","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.63011698,-74.02536068
"264464","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.76554403,-73.8719402
"111092","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.82325688,-73.88708741
"204120","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN","STREET",40.57919542,-73.96400934
"113807","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.66346016,-73.94276234
"163139","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.77050878,-73.89298938
"250493","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.85109863,-73.90803041
"295345","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.76562222,-73.96069209
"74603","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.75286045,-73.89340032
"228662","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","STATEN ISLAND","STREET",40.62835544,-74.07862419
"33272","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS","STREET",40.77299566,-73.91638805
"156617","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN","STREET",40.65116511,-73.91813722
"182524","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.68127776,-73.95849201
"216284","FRAUDS","MISDEMEANOR","BROOKLYN","STREET",40.68157971,-73.92578672
"235053","POSSESSION OF STOLEN PROPERTY","FELONY","BROOKLYN","STREET",40.6792844,-73.92905931
"138205","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.8720918,-73.90338401
"132025","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.78073865,-73.91650109
"120065","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.81820793,-73.90045272
"19300","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","QUEENS","STREET",40.73556095,-73.93478002
"142201","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.76417869,-73.98473506
"87713","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.84744852,-73.9050716
"63433","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.58663927,-73.95598019
"25605","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.74902595,-73.99948896
"100763","FORGERY","FELONY","BROOKLYN","STREET",40.63768357,-73.89249617
