"","OFNS_DESC","LAW_CAT_CD","BORO_NM","PREM_TYP_DESC","Latitude","Longitude"
"11328","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.71531846,-73.82638287
"19005","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.81747423,-73.89636049
"228722","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.87634565,-73.85132882
"115037","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.84955054,-73.93639963
"235431","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN","STREET",40.72905196,-74.00994877
"129820","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.82338729,-73.87017045
"29971","DANGEROUS DRUGS","MISDEMEANOR","STATEN ISLAND","STREET",40.63684945,-74.08407479
"10771","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","STATEN ISLAND","STREET",40.62527061,-74.1500601
"231732","DANGEROUS DRUGS","MISDEMEANOR","STATEN ISLAND","STREET",40.63584491,-74.16509034
"186720","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.79124033,-73.93889303
"174222","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.63888647,-74.00604392
"171815","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.84263373,-73.87817446
"178024","MISCELLANEOUS PENAL LAW","VIOLATION","BROOKLYN","STREET",40.66168692,-73.92792462
"276438","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN","STREET",40.80610881,-73.93942843
"196639","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.8682592,-73.91613811
"199643","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.86312154,-73.9206131
"195122","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.57982132,-73.83720021
"243924","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN","STREET",40.78838021,-73.94409223
"120887","POSSESSION OF STOLEN PROPERTY","FELONY","BROOKLYN","STREET",40.64803055,-73.9521919
"201586","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.72673826,-73.99160226
"123145","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.67696014,-73.95126265
"224407","OFFENSES AGAINST THE PERSON","MISDEMEANOR","QUEENS","STREET",40.75566518,-73.88444074
"8402","FELONY ASSAULT","FELONY","QUEENS","STREET",40.59154341,-73.80323955
"313784","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.66880609,-73.93112157
"213811","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.66269281,-73.88830716
"232942","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.57558326,-73.99431746
"266615","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.66304454,-73.89159384
"132148","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.75468486,-73.9867549
"12253","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.74763902,-73.88393857
"114490","HARRASSMENT 2","VIOLATION","QUEENS","STREET",NA,NA
"256621","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.69558232,-73.93274195
"30039","ROBBERY","FELONY","BRONX","STREET",40.82291231,-73.8700413
"9409","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.6700003,-73.85911379
"292798","ROBBERY","FELONY","BROOKLYN","STREET",40.64810438,-73.94539897
"52340","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.82174047,-73.82098552
"34712","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.70420726,-73.9507378
"32823","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.67979484,-73.93843631
"115286","DANGEROUS DRUGS","FELONY","STATEN ISLAND","STREET",40.51728641,-74.23410773
"311648","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.62102079,-73.94381815
"248180","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.7466913,-73.90071477
"268199","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BROOKLYN","STREET",40.63744627,-74.02192253
"100617","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.67760528,-73.82821878
"80649","ROBBERY","FELONY","BROOKLYN","STREET",40.62801285,-73.91816561
"99022","ADMINISTRATIVE CODE","MISDEMEANOR","QUEENS","STREET",40.70583671,-73.793961
"121139","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.68766922,-73.99077424
"116689","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.80860193,-73.9186191
"280446","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.67261257,-73.95163714
"167316","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.64073363,-73.93311071
"193991","CRIMINAL MISCHIEF & RELATED OF","FELONY","MANHATTAN","STREET",40.8704293,-73.91864467
"139841","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.60754617,-74.00995227
"226703","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.8280305,-73.90607131
"259680","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.81850401,-73.93950386
"47796","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","MANHATTAN","STREET",40.808605,-73.9366266
"24991","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.84090857,-73.88752367
"297299","ROBBERY","FELONY","QUEENS","STREET",40.70001216,-73.75469377
"289682","ROBBERY","FELONY","BRONX","STREET",40.85459953,-73.8878873
"2101","ROBBERY","FELONY","BRONX","STREET",40.82713672,-73.92632899
"76461","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",40.69722777,-73.77990134
"35037","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","STATEN ISLAND","STREET",40.63684445,-74.15693912
"6121","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX","STREET",40.88364124,-73.8851658
"205497","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.75204,-73.88236086
"159623","GRAND LARCENY","FELONY","QUEENS","STREET",40.74200349,-73.89783838
"42893","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.84219932,-73.89410288
"54692","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.59377141,-73.7582347
"37512","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.72073499,-73.84443913
"232763","POSSESSION OF STOLEN PROPERTY","FELONY","BROOKLYN","STREET",40.62898116,-73.90657841
"286095","DANGEROUS DRUGS","FELONY","BROOKLYN","STREET",40.66079347,-73.93981268
"264762","BURGLARY","FELONY","BROOKLYN","STREET",40.70082571,-73.94471023
"166821","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.6724227,-73.95734033
"1081","DANGEROUS WEAPONS","FELONY","QUEENS","STREET",40.68295103,-73.77504853
"171363","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN","STREET",40.67565856,-73.94995854
"110599","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.81775516,-73.91801901
"199363","FORGERY","FELONY","BROOKLYN","STREET",40.65186264,-73.94677617
"144871","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.74104143,-74.00341886
"168425","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79732124,-73.93150508
"166472","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.76784516,-73.98136237
"154443","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.62022569,-73.92600622
"81067","GRAND LARCENY OF MOTOR VEHICLE","FELONY","STATEN ISLAND","STREET",40.59199507,-74.16241468
"289525","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.61487831,-74.02338108
"20321","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.66110148,-73.92666013
"303009","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.67932738,-73.96182095
"9713","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","MANHATTAN","STREET",40.80669845,-73.9498817
"88645","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.83057712,-73.92834153
"192343","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.81722122,-73.91599288
"306574","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.66088338,-73.90946046
"200963","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.73500014,-73.99435438
"67453","GRAND LARCENY","FELONY","QUEENS","STREET",40.77275778,-73.90350285
"145160","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66872912,-73.87803068
"32920","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.68580987,-73.75432055
"188811","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.76424103,-73.90373178
"85043","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.71581237,-73.82447692
"138866","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.72201806,-73.95775954
"75534","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.61676904,-74.00394558
"110355","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.89738167,-73.85844737
"43809","MISCELLANEOUS PENAL LAW","FELONY","MANHATTAN","STREET",40.82862324,-73.94384884
"257287","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.82107759,-73.89893458
"82372","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.81035186,-73.92494233
"13962","DANGEROUS DRUGS","FELONY","MANHATTAN","STREET",40.74911077,-73.99200727
"262229","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.66249312,-73.93590756
"70316","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.8603401,-73.89827841
"217969","FORGERY","FELONY","QUEENS","STREET",40.70256434,-73.76231956
"47889","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.81450132,-73.90222125
"176634","ROBBERY","FELONY","BROOKLYN","STREET",40.66059174,-73.96244801
"304142","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.83151672,-73.91005578
"57471","GRAND LARCENY","FELONY","BRONX","STREET",40.89801049,-73.87536006
"150178","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.71130465,-74.0054409
"77900","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.67225031,-73.87017625
"59085","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.69720762,-73.75242129
"8550","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.84649501,-73.89433821
"194819","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BROOKLYN","STREET",40.60195803,-73.99381105
"70438","DANGEROUS DRUGS","FELONY","QUEENS","STREET",40.69550346,-73.78393519
"68120","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.77834117,-73.91848998
"98254","FORGERY","FELONY","BROOKLYN","STREET",40.64468159,-73.92572326
"283626","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.82422188,-73.91084609
"23039","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.81000487,-73.9476937
"139738","ARSON","FELONY","BRONX","STREET",40.83670841,-73.86863747
"304654","BURGLARY","FELONY","BROOKLYN","STREET",40.67682833,-73.93453822
"49426","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.75626621,-73.99050125
"308684","ROBBERY","FELONY","STATEN ISLAND","STREET",40.55349167,-74.19213509
"165881","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.6374449,-73.94814242
"105146","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.59450907,-73.97610683
"19208","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.82531612,-73.89066464
"16596","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.64254948,-74.01816952
"24024","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.84008536,-73.88494463
"171140","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.82144033,-73.87940556
"150430","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.7225432,-73.82133855
"259853","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.59932274,-73.97291101
"32157","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.8072235,-73.88841141
"91320","DANGEROUS WEAPONS","MISDEMEANOR","QUEENS","STREET",40.74948144,-73.87667739
"157846","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.68632978,-73.86908516
"88678","DANGEROUS DRUGS","FELONY","MANHATTAN","STREET",40.86503878,-73.926945
"206113","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND","STREET",40.51188699,-74.25114976
"122251","BURGLARY","FELONY","BROOKLYN","STREET",40.69785273,-73.94387963
"87829","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.71273651,-73.90142185
"218730","FRAUDULENT ACCOSTING","MISDEMEANOR","MANHATTAN","STREET",40.83385193,-73.93849252
"77192","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.60551264,-73.94961857
"11952","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.67896376,-73.8651554
"145914","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.88263546,-73.88394159
"197014","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.67934481,-73.94405024
"187016","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.61118345,-73.99997983
"219395","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX","STREET",40.83068979,-73.92426172
"150933","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.69796547,-73.79286375
"23019","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.66053101,-73.73601712
"302704","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.71987009,-73.94728464
"164336","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","QUEENS","STREET",40.77803445,-73.90504418
"49602","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.74266361,-73.99804911
"160391","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.73664647,-73.76247584
"12144","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.6285156,-73.9413837
"552","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS","STREET",40.73564169,-73.87601741
"206763","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BROOKLYN","STREET",40.66784268,-73.89483389
"248750","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.81658364,-73.88906769
"39450","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.88561979,-73.90598271
"57382","DANGEROUS DRUGS","MISDEMEANOR","QUEENS","STREET",40.74763902,-73.88393857
"10780","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.7172613,-73.96573488
"215978","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.69041303,-73.94676704
"208030","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.75215257,-73.81888784
"211256","DANGEROUS WEAPONS","FELONY","QUEENS","STREET",40.76230713,-73.90510631
"144990","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.73598198,-73.95408455
"54002","FORGERY","FELONY","BRONX","STREET",40.82483974,-73.89193005
"294423","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.70443282,-73.91792754
"232114","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79377657,-73.93410903
"82487","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.82305588,-73.9473944
"30851","FELONY ASSAULT","FELONY","STATEN ISLAND","STREET",40.64593326,-74.08602133
"41015","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN","STREET",40.71603093,-73.99131141
"140425","DANGEROUS DRUGS","FELONY","BROOKLYN","STREET",40.63449104,-73.91885303
"96772","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.88846199,-73.84195621
"103758","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN","STREET",40.688082,-73.9175979
"251875","FELONY ASSAULT","FELONY","MANHATTAN","STREET",40.80370637,-73.93791355
"131252","DANGEROUS WEAPONS","MISDEMEANOR","MANHATTAN","STREET",40.7252835,-73.99117311
"279314","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","QUEENS","STREET",40.75372991,-73.83282294
"135800","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN","STREET",40.78450737,-73.97548256
"283088","FORGERY","FELONY","QUEENS","STREET",40.70583671,-73.793961
"157827","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85943828,-73.89351509
"255154","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.77287914,-73.9146877
"226482","ROBBERY","FELONY","MANHATTAN","STREET",40.7355968,-73.9794409
"51540","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.65097785,-73.97697675
"273417","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.68760455,-73.75801348
"62501","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","MANHATTAN","STREET",40.82240601,-73.94877511
"202409","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.81902561,-73.90671989
"30745","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.78885902,-73.95297915
"247379","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.86296255,-73.89065698
"190024","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.86667299,-73.86442408
"317227","ROBBERY","FELONY","BROOKLYN","STREET",40.64441451,-73.96408948
"4036","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.76240461,-73.97860237
"119126","GRAND LARCENY","FELONY","BRONX","STREET",40.86333845,-73.89646979
"115261","GRAND LARCENY","FELONY","QUEENS","STREET",40.71343131,-73.79694953
"241890","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.80405604,-73.9139795
"68672","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.71133386,-73.9472445
"2530","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.81559316,-73.90155851
"272994","ROBBERY","FELONY","BRONX","STREET",40.82048983,-73.81808765
"273150","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.61961443,-73.96128597
"44775","HARRASSMENT 2","VIOLATION","STATEN ISLAND","STREET",40.62154678,-74.07267251
"211358","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","MANHATTAN","STREET",40.7335208,-74.00353394
"51284","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.62966655,-73.92412238
"207925","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX","STREET",40.82347623,-73.87116028
"191027","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.8328163,-73.91543114
"15304","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.66848252,-73.96108818
"201136","GRAND LARCENY OF MOTOR VEHICLE","FELONY","QUEENS","STREET",40.78290849,-73.80279322
"42815","CRIMINAL MISCHIEF & RELATED OF","FELONY","MANHATTAN","STREET",40.79462986,-73.94982217
"97995","GRAND LARCENY","FELONY","QUEENS","STREET",40.7162848,-73.83206192
"147827","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.85529516,-73.89808008
"12486","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.64269914,-74.0002789
"82742","FRAUDS","MISDEMEANOR","BRONX","STREET",40.81516668,-73.9177368
"55254","FORGERY","FELONY","MANHATTAN","STREET",40.78916809,-73.93896354
"319986","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.67830936,-73.88987454
"233685","ROBBERY","FELONY","BROOKLYN","STREET",40.69684705,-73.93650924
"205540","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85334695,-73.91959456
"173237","MISCELLANEOUS PENAL LAW","FELONY","QUEENS","STREET",40.69103724,-73.78078361
"259658","HARRASSMENT 2","VIOLATION","BROOKLYN","STREET",40.67376112,-73.87880377
"256657","DANGEROUS DRUGS","FELONY","BRONX","STREET",40.80556877,-73.9144977
"217784","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.87240538,-73.87046887
"174138","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.71319886,-73.93878421
"148011","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.82466407,-73.89193034
"164684","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.80459507,-73.94781354
"261637","GRAND LARCENY","FELONY","BRONX","STREET",40.84023414,-73.91768411
"204901","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.85870165,-73.90487118
"195811","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.86453355,-73.92662017
"164375","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.78326981,-73.95074069
"213347","FELONY ASSAULT","FELONY","BROOKLYN","STREET",40.64059085,-73.9557176
"101601","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.58572647,-73.96794813
"293226","GRAND LARCENY","FELONY","QUEENS","STREET",40.75182831,-73.93833365
"52883","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX","STREET",40.8593839,-73.89710497
"197471","ROBBERY","FELONY","BROOKLYN","STREET",40.62558673,-73.94664942
"218158","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.76788524,-73.83139028
"74495","FORGERY","FELONY","QUEENS","STREET",40.70542406,-73.74547662
"129619","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.83212056,-73.81720304
"151872","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.83862955,-73.88113802
"247288","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN","STREET",40.64358221,-73.97164986
"51949","HARRASSMENT 2","VIOLATION","BRONX","STREET",40.83046481,-73.8992636
"254484","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.86469433,-73.89957691
"235814","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.74484904,-73.93450387
"220477","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX","STREET",40.82150489,-73.91120381
"280030","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX","STREET",40.83229039,-73.9096211
"19364","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX","STREET",40.85285444,-73.90702308
"121546","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.84713006,-73.90837565
"319150","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS","STREET",40.6982044,-73.8494793
"69415","PETIT LARCENY","MISDEMEANOR","MANHATTAN","STREET",40.76026386,-73.96753567
"148001","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.87018238,-73.89498032
"213449","ARSON","FELONY","BROOKLYN","STREET",40.67678362,-73.99326333
"281641","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX","STREET",40.83420938,-73.85168678
"114082","POSSESSION OF STOLEN PROPERTY","FELONY","BRONX","STREET",40.81427663,-73.91295475
"172571","ROBBERY","FELONY","BRONX","STREET",40.84782931,-73.9075542
"261314","DANGEROUS DRUGS","MISDEMEANOR","BRONX","STREET",40.85071487,-73.8841997
"156497","DANGEROUS WEAPONS","MISDEMEANOR","BRONX","STREET",40.83229039,-73.9096211
"141069","FORGERY","FELONY","BROOKLYN","STREET",40.6393184,-73.89431314
"47935","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.67357398,-73.90787865
"273078","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.77451857,-73.91581207
"158897","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS","STREET",40.68946023,-73.75294407
"47088","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.7801613,-73.84420281
"215669","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN","STREET",40.70952809,-73.95432641
"123618","ROBBERY","FELONY","BRONX","STREET",40.82182143,-73.89587319
"188696","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN","STREET",40.66910846,-73.9366582
"136913","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.6702069,-73.92394288
"67529","ROBBERY","FELONY","BROOKLYN","STREET",40.66712894,-73.8888909
"308271","GRAND LARCENY","FELONY","MANHATTAN","STREET",40.75220568,-73.98182512
"237367","DANGEROUS WEAPONS","MISDEMEANOR","BROOKLYN","STREET",40.66591545,-73.87777269
"287196","DANGEROUS DRUGS","MISDEMEANOR","MANHATTAN","STREET",40.75758879,-73.98658828
"215575","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.8147749,-73.91874522
"42170","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN","STREET",40.65444635,-73.96301369
"43315","HARRASSMENT 2","VIOLATION","MANHATTAN","STREET",40.81695483,-73.94260866
"140294","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","QUEENS","STREET",40.75654577,-73.87606874
"48913","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.79126125,-73.94796845
"60577","FORGERY","FELONY","QUEENS","STREET",40.68896666,-73.7982356
"115509","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX","STREET",40.85487783,-73.88618785
"296817","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.69967332,-73.94005528
"137798","GRAND LARCENY","FELONY","BROOKLYN","STREET",40.58653477,-73.99051458
"107979","PETIT LARCENY","MISDEMEANOR","QUEENS","STREET",40.67849907,-73.83503409
"252720","PETIT LARCENY","MISDEMEANOR","BRONX","STREET",40.85557219,-73.86571915
"254906","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN","STREET",40.76442003,-73.98337767
"105309","DANGEROUS WEAPONS","FELONY","BROOKLYN","STREET",40.69122747,-73.93968064
"15838","HARRASSMENT 2","VIOLATION","QUEENS","STREET",40.6036963,-73.74911277
"219186","DANGEROUS DRUGS","FELONY","BRONX","STREET",40.86639081,-73.88514135
"311260","PETIT LARCENY","MISDEMEANOR","BROOKLYN","STREET",40.65450727,-73.88221209
"127936","DANGEROUS DRUGS","FELONY","BRONX","STREET",40.88149694,-73.86429259
